creator_id,tier,is_sampled,is_posted,gmv
L3_0766,L3+,0,0,421.86
L3_0767,L3+,0,0,718.71
L3_0768,L3+,0,0,1046.83
L3_0769,L3+,0,0,209.34
L3_0770,L3+,0,0,860.9
L3_0771,L3+,0,0,58.62
L3_0772,L3+,0,0,936.87
L3_0773,L3+,0,0,68.19
L3_0774,L3+,0,0,253.16
L3_0775,L3+,0,0,798.0
L3_0776,L3+,0,0,81.21
L3_0777,L3+,0,0,130.2
L3_0778,L3+,0,0,640.52
L3_0779,L3+,0,0,636.55
L3_0780,L3+,0,0,512.42
L3_0781,L3+,0,0,592.0
L3_0782,L3+,0,0,391.23
L3_0783,L3+,0,0,145.04
L3_0784,L3+,0,0,212.09
L3_0785,L3+,0,0,100.2
L3_0786,L3+,0,0,1195.44
L3_0787,L3+,0,0,437.8
L3_0788,L3+,0,0,256.12
L3_0789,L3+,0,0,309.95
L3_0790,L3+,0,0,1471.41
L3_0791,L3+,0,0,83.23
L3_0792,L3+,0,0,441.22
L3_0793,L3+,0,0,352.5
L3_0794,L3+,0,0,472.67
L3_0795,L3+,0,0,9.14
L3_0796,L3+,0,0,1028.35
L3_0797,L3+,0,0,1344.99
L3_0798,L3+,0,0,416.36
L3_0799,L3+,0,0,596.44
L3_0800,L3+,0,0,1278.73
L3_0801,L3+,0,0,614.2
L3_0802,L3+,0,0,82.76
L3_0803,L3+,0,0,429.35
L3_0804,L3+,0,0,466.61
L3_0805,L3+,0,0,275.94
L3_0806,L3+,0,0,666.75
L3_0807,L3+,0,0,1361.84
L3_0808,L3+,0,0,1298.94
L3_0809,L3+,0,0,299.68
L3_0810,L3+,0,0,60.09
L3_0811,L3+,0,0,2094.59
L3_0812,L3+,0,0,912.86
L3_0813,L3+,0,0,66.57
L3_0814,L3+,0,0,1268.15
L3_0815,L3+,0,0,1019.71
L3_0816,L3+,0,0,365.78
L3_0817,L3+,0,0,447.36
L3_0818,L3+,0,0,254.58
L3_0819,L3+,0,0,28.16
L3_0820,L3+,0,0,204.13
L3_0821,L3+,0,0,811.9
L3_0822,L3+,0,0,2.32
L3_0823,L3+,0,0,202.86
L3_0824,L3+,0,0,253.89
L3_0825,L3+,0,0,385.44
L3_0826,L3+,0,0,1261.96
L3_0827,L3+,0,0,212.59
L3_0828,L3+,0,0,213.05
L3_0829,L3+,0,0,668.75
L3_0830,L3+,0,0,300.94
L3_0831,L3+,0,0,127.19
L3_0832,L3+,0,0,301.14
L3_0833,L3+,0,0,75.91
L3_0834,L3+,0,0,97.03
L3_0835,L3+,0,0,344.94
L3_0836,L3+,0,0,271.44
L3_0837,L3+,0,0,1231.65
L3_0838,L3+,0,0,225.02
L3_0839,L3+,0,0,434.45
L3_0840,L3+,0,0,500.2
L3_0841,L3+,0,0,6.59
L3_0842,L3+,0,0,544.63
L3_0843,L3+,0,0,98.03
L3_0844,L3+,0,0,1623.0
L3_0845,L3+,0,0,80.47
L3_0846,L3+,0,0,267.75
L3_0847,L3+,0,0,44.61
L3_0848,L3+,0,0,2884.04
L3_0849,L3+,0,0,348.77
L3_0850,L3+,0,0,452.41
L3_0851,L3+,0,0,34.72
L3_0852,L3+,0,0,693.07
L3_0853,L3+,0,0,117.8
L3_0854,L3+,0,0,1141.66
L3_0855,L3+,0,0,114.79
L3_0856,L3+,0,0,105.79
L3_0857,L3+,0,0,18.62
L3_0858,L3+,0,0,319.39
L3_0859,L3+,0,0,416.02
L3_0860,L3+,0,0,33.98
L3_0861,L3+,0,0,747.0
L3_0862,L3+,0,0,301.92
L3_0863,L3+,0,0,371.58
L3_0864,L3+,0,0,290.59
L3_0865,L3+,0,0,256.05
L3_0866,L3+,0,0,410.08
L3_0867,L3+,0,0,84.35
L3_0868,L3+,0,0,100.4
L3_0869,L3+,0,0,989.47
L3_0870,L3+,0,0,1460.46
L3_0871,L3+,0,0,233.65
L3_0872,L3+,0,0,157.87
L3_0873,L3+,0,0,516.41
L3_0874,L3+,0,0,262.74
L3_0875,L3+,0,0,12.86
L3_0876,L3+,0,0,84.89
L3_0877,L3+,0,0,629.34
L3_0878,L3+,0,0,537.82
L3_0879,L3+,0,0,13.73
L3_0880,L3+,0,0,125.5
L3_0881,L3+,0,0,131.38
L3_0882,L3+,0,0,557.21
L3_0883,L3+,0,0,9.95
L3_0884,L3+,0,0,54.97
L3_0885,L3+,0,0,804.51
L3_0886,L3+,0,0,98.34
L3_0887,L3+,0,0,528.85
L3_0888,L3+,0,0,136.02
L3_0889,L3+,0,0,52.37
L3_0890,L3+,0,0,139.31
L3_0891,L3+,0,0,640.55
L3_0892,L3+,0,0,967.92
L3_0893,L3+,0,0,886.63
L3_0894,L3+,0,0,253.07
L3_0895,L3+,0,0,551.44
L3_0896,L3+,0,0,114.7
L3_0897,L3+,0,0,173.47
L3_0898,L3+,0,0,1133.3
L3_0899,L3+,0,0,6.54
L3_0900,L3+,0,0,44.69
L3_0901,L3+,0,0,116.53
L3_0902,L3+,0,0,13.45
L3_0903,L3+,0,0,100.1
L3_0904,L3+,0,0,437.38
L3_0905,L3+,0,0,273.59
L3_0906,L3+,0,0,1115.93
L3_0907,L3+,0,0,850.35
L3_0908,L3+,0,0,209.14
L3_0909,L3+,0,0,150.16
L3_0910,L3+,0,0,238.77
L3_0911,L3+,0,0,446.16
L3_0912,L3+,0,0,156.03
L3_0913,L3+,0,0,489.28
L3_0914,L3+,0,0,263.32
L3_0915,L3+,0,0,401.53
L3_0916,L3+,0,0,286.46
L3_0917,L3+,0,0,174.4
L3_0918,L3+,0,0,1482.63
L3_0919,L3+,0,0,721.13
L3_0920,L3+,0,0,75.48
L3_0921,L3+,0,0,1014.25
L3_0922,L3+,0,0,334.16
L3_0923,L3+,0,0,1124.77
L3_0924,L3+,0,0,804.36
L3_0925,L3+,0,0,276.88
L3_0926,L3+,0,0,11.36
L3_0927,L3+,0,0,156.45
L3_0928,L3+,0,0,390.04
L3_0929,L3+,0,0,501.85
L3_0930,L3+,0,0,149.13
L3_0931,L3+,0,0,75.04
L3_0932,L3+,0,0,900.69
L3_0933,L3+,0,0,2080.31
L3_0934,L3+,0,0,372.95
L3_0935,L3+,0,0,94.18
L3_0936,L3+,0,0,158.94
L3_0937,L3+,0,0,9.28
L3_0938,L3+,0,0,1228.44
L3_0939,L3+,0,0,62.64
L3_0940,L3+,0,0,429.62
L3_0941,L3+,0,0,160.14
L3_0942,L3+,0,0,403.92
L3_0943,L3+,0,0,526.94
L3_0944,L3+,0,0,885.22
L3_0945,L3+,0,0,115.6
L3_0946,L3+,0,0,5.53
L3_0947,L3+,0,0,73.6
L3_0948,L3+,0,0,1151.39
L3_0949,L3+,0,0,1035.3
L3_0950,L3+,0,0,454.92
L3_0951,L3+,0,0,458.79
L3_0952,L3+,0,0,546.87
L3_0953,L3+,0,0,96.41
L3_0954,L3+,0,0,1229.1
L3_0955,L3+,0,0,271.3
L3_0956,L3+,0,0,241.56
L3_0957,L3+,0,0,365.86
L3_0958,L3+,0,0,24.05
L3_0959,L3+,0,0,90.93
L3_0960,L3+,0,0,669.77
L3_0961,L3+,0,0,43.21
L3_0962,L3+,0,0,462.1
L3_0963,L3+,0,0,140.75
L3_0964,L3+,0,0,246.57
L3_0965,L3+,0,0,170.33
L3_0966,L3+,0,0,219.77
L3_0967,L3+,0,0,634.78
L3_0968,L3+,0,0,176.29
L3_0969,L3+,0,0,417.82
L3_0970,L3+,0,0,323.18
L3_0971,L3+,0,0,544.83
L3_0972,L3+,0,0,1380.96
L3_0973,L3+,0,0,659.45
L3_0974,L3+,0,0,121.0
L3_0975,L3+,0,0,15.84
L3_0976,L3+,0,0,152.08
L3_0977,L3+,0,0,452.03
L3_0978,L3+,0,0,26.4
L3_0979,L3+,0,0,342.95
L3_0980,L3+,0,0,454.21
L3_0981,L3+,0,0,203.42
L3_0982,L3+,0,0,736.82
L3_0983,L3+,0,0,56.36
L3_0984,L3+,0,0,39.06
L3_0985,L3+,0,0,651.32
L3_0986,L3+,0,0,342.09
L3_0987,L3+,0,0,583.02
L3_0988,L3+,0,0,285.31
L3_0989,L3+,0,0,141.45
L3_0990,L3+,0,0,854.91
L3_0991,L3+,0,0,803.26
L3_0992,L3+,0,0,593.22
L3_0993,L3+,0,0,158.83
L3_0994,L3+,0,0,446.08
L3_0995,L3+,0,0,223.9
L3_0996,L3+,0,0,48.03
L3_0997,L3+,0,0,1246.35
L3_0998,L3+,0,0,73.57
L3_0999,L3+,0,0,1500.25
L3_1000,L3+,0,0,295.3
L3_1001,L3+,0,0,102.37
L3_1002,L3+,0,0,390.33
L3_1003,L3+,0,0,1031.57
L3_1004,L3+,0,0,658.8
L3_1005,L3+,0,0,821.4
L3_1006,L3+,0,0,537.62
L3_1007,L3+,0,0,589.28
L3_1008,L3+,0,0,945.89
L3_1009,L3+,0,0,143.62
L3_1010,L3+,0,0,336.11
L3_1011,L3+,0,0,125.01
L3_1012,L3+,0,0,2197.78
L3_1013,L3+,0,0,1441.73
L3_1014,L3+,0,0,20.11
L3_1015,L3+,0,0,611.37
L3_1016,L3+,0,0,1296.79
L3_1017,L3+,0,0,99.58
L3_1018,L3+,0,0,419.6
L3_1019,L3+,0,0,1235.43
L3_1020,L3+,0,0,17.27
L3_1021,L3+,0,0,597.71
L3_1022,L3+,0,0,176.45
L3_1023,L3+,0,0,1291.12
L3_1024,L3+,0,0,1771.23
L3_1025,L3+,0,0,1443.59
L3_1026,L3+,0,0,321.43
L3_1027,L3+,0,0,990.41
L3_1028,L3+,0,0,930.71
L3_1029,L3+,0,0,192.17
L3_1030,L3+,0,0,882.8
L3_1031,L3+,0,0,18.85
L3_1032,L3+,0,0,453.5
L3_1033,L3+,0,0,130.69
L3_1034,L3+,0,0,64.24
L3_1035,L3+,0,0,40.04
L3_1036,L3+,0,0,595.84
L3_1037,L3+,0,0,207.66
L3_1038,L3+,0,0,645.07
L3_1039,L3+,0,0,33.79
L3_1040,L3+,0,0,189.38
L3_1041,L3+,0,0,387.71
L3_1042,L3+,0,0,782.05
L3_1043,L3+,0,0,191.91
L3_1044,L3+,0,0,491.6
L3_1045,L3+,0,0,1085.68
L3_1046,L3+,0,0,478.38
L3_1047,L3+,0,0,132.61
L3_1048,L3+,0,0,12.35
L3_1049,L3+,0,0,1020.49
L3_1050,L3+,0,0,10.75
L3_1051,L3+,0,0,1038.53
L3_1052,L3+,0,0,376.38
L3_1053,L3+,0,0,1399.0
L3_1054,L3+,0,0,801.69
L3_1055,L3+,0,0,3091.1
L3_1056,L3+,0,0,215.94
L3_1057,L3+,0,0,728.76
L3_1058,L3+,0,0,257.02
L3_1059,L3+,0,0,326.84
L3_1060,L3+,0,0,493.77
L3_1061,L3+,0,0,1034.46
L3_1062,L3+,0,0,2070.2
L3_1063,L3+,0,0,731.1
L3_1064,L3+,0,0,270.44
L3_1065,L3+,0,0,273.53
L3_1066,L3+,0,0,668.91
L3_1067,L3+,0,0,136.41
L3_1068,L3+,0,0,58.53
L3_1069,L3+,0,0,218.96
L3_1070,L3+,0,0,169.3
L3_1071,L3+,0,0,175.71
L3_1072,L3+,0,0,133.03
L3_1073,L3+,0,0,21.5
L3_1074,L3+,0,0,9.02
L3_1075,L3+,0,0,2199.99
L3_1076,L3+,0,0,279.11
L3_1077,L3+,0,0,242.52
L3_1078,L3+,0,0,569.17
L3_1079,L3+,0,0,123.11
L3_1080,L3+,0,0,1497.48
L3_1081,L3+,0,0,771.7
L3_1082,L3+,0,0,46.83
L3_1083,L3+,0,0,270.28
L3_1084,L3+,0,0,1056.47
L3_1085,L3+,0,0,1447.78
L3_1086,L3+,0,0,314.99
L3_1087,L3+,0,0,475.2
L3_1088,L3+,0,0,91.38
L3_1089,L3+,0,0,2364.72
L3_1090,L3+,0,0,131.77
L3_1091,L3+,0,0,1430.0
L3_1092,L3+,0,0,524.41
L3_1093,L3+,0,0,467.91
L3_1094,L3+,0,0,359.43
L3_1095,L3+,0,0,131.12
L3_1096,L3+,0,0,97.11
L3_1097,L3+,0,0,124.54
L3_1098,L3+,0,0,103.17
